ticket_id,model,lokasyon_tipi,musteri_memnun,siparis_suresi_dk,masa_sayisi
T0652,Sube_B,avm,evet,11,27
T0653,Sube_A,sanayi,evet,15,11
T0654,Sube_A,sanayi,hayir,12,15
T0655,Sube_A,sanayi,hayir,8,8
T0656,Sube_A,avm,evet,15,31
T0657,Sube_B,sanayi,hayir,15,9
T0658,Sube_A,sanayi,hayir,8,11
T0659,Sube_A,sanayi,hayir,10,11
T0660,Sube_A,sanayi,evet,11,17
T0661,Sube_B,avm,evet,13,36
T0662,Sube_B,avm,evet,15,33
T0663,Sube_B,avm,evet,13,37
T0664,Sube_A,sanayi,evet,12,16
T0665,Sube_A,sanayi,hayir,9,12
T0666,Sube_B,avm,evet,13,38
T0667,Sube_A,sanayi,hayir,13,13
T0668,Sube_A,sanayi,hayir,11,13
T0669,Sube_B,avm,evet,9,35
T0670,Sube_A,sanayi,hayir,8,13
T0671,Sube_B,avm,evet,11,21
T0672,Sube_A,sanayi,hayir,12,17
T0673,Sube_B,avm,evet,14,24
T0674,Sube_A,avm,evet,13,39
T0675,Sube_A,sanayi,hayir,10,8
T0676,Sube_B,sanayi,hayir,11,16
T0677,Sube_A,avm,hayir,14,29
T0678,Sube_A,avm,evet,10,28
T0679,Sube_B,avm,evet,14,32
T0680,Sube_B,avm,evet,12,33
T0681,Sube_B,avm,evet,11,28
T0682,Sube_B,avm,evet,14,32
T0683,Sube_A,sanayi,hayir,14,11
T0684,Sube_B,avm,evet,14,26
T0685,Sube_A,sanayi,evet,9,17
T0686,Sube_A,sanayi,evet,14,13
T0687,Sube_B,avm,evet,10,36
T0688,Sube_A,sanayi,hayir,9,16
T0689,Sube_A,sanayi,evet,12,19
T0690,Sube_A,sanayi,hayir,14,10
T0691,Sube_B,avm,evet,9,40
T0692,Sube_B,avm,evet,15,36
T0693,Sube_A,sanayi,hayir,14,12
T0694,Sube_B,avm,evet,15,28
T0695,Sube_B,avm,evet,13,22
T0696,Sube_B,sanayi,hayir,9,8
T0697,Sube_B,avm,evet,8,22
T0698,Sube_A,sanayi,hayir,14,16
T0699,Sube_B,avm,evet,15,25
T0700,Sube_A,sanayi,hayir,15,19
T0701,Sube_B,avm,hayir,8,21
T0702,Sube_B,avm,evet,8,40
T0703,Sube_A,sanayi,hayir,13,14
T0704,Sube_A,sanayi,evet,11,9
T0705,Sube_B,avm,evet,9,20
T0706,Sube_B,avm,evet,8,31
T0707,Sube_B,avm,evet,13,23
T0708,Sube_A,sanayi,evet,8,11
T0709,Sube_A,sanayi,hayir,14,11
T0710,Sube_B,avm,evet,14,30
T0711,Sube_B,avm,evet,12,34
T0712,Sube_A,sanayi,evet,8,19
T0713,Sube_B,avm,evet,13,24
T0714,Sube_B,avm,evet,15,26
T0715,Sube_A,sanayi,hayir,10,8
T0716,Sube_B,avm,evet,13,21
T0717,Sube_A,sanayi,hayir,9,11
T0718,Sube_B,avm,evet,12,39
T0719,Sube_A,avm,evet,15,20
T0720,Sube_B,sanayi,evet,13,13
T0721,Sube_A,avm,evet,9,30
T0722,Sube_A,sanayi,evet,10,13
T0723,Sube_A,avm,evet,11,38
T0724,Sube_A,avm,evet,10,26
T0725,Sube_A,sanayi,evet,12,8
T0726,Sube_B,sanayi,evet,14,11
T0727,Sube_A,sanayi,hayir,8,10
T0728,Sube_B,avm,hayir,9,39
T0729,Sube_B,sanayi,hayir,11,15
T0730,Sube_A,avm,evet,9,36
T0731,Sube_B,avm,evet,10,27
T0732,Sube_B,sanayi,hayir,13,10
T0733,Sube_A,sanayi,evet,12,8
T0734,Sube_A,avm,evet,15,30
T0735,Sube_B,sanayi,evet,12,9
T0736,Sube_B,sanayi,evet,13,20
T0737,Sube_B,sanayi,hayir,10,11
T0738,Sube_B,avm,evet,8,29
T0739,Sube_B,sanayi,hayir,13,18
T0740,Sube_A,sanayi,hayir,15,10
T0741,Sube_A,sanayi,hayir,12,14
T0742,Sube_B,avm,evet,13,38
T0743,Sube_A,sanayi,evet,14,12
T0744,Sube_A,avm,evet,14,38
T0745,Sube_A,sanayi,evet,12,10
T0746,Sube_B,avm,evet,8,32
T0747,Sube_B,avm,evet,8,36
T0748,Sube_A,avm,evet,10,22
T0749,Sube_A,sanayi,hayir,11,18
T0750,Sube_A,sanayi,hayir,11,13
T0751,Sube_A,sanayi,evet,10,9
T0752,Sube_B,avm,evet,8,21
T0753,Sube_A,sanayi,hayir,10,15
T0754,Sube_A,sanayi,hayir,14,11
T0755,Sube_B,avm,evet,10,28
T0756,Sube_B,sanayi,evet,8,9
T0757,Sube_B,avm,evet,10,35
T0758,Sube_B,avm,evet,11,39
T0759,Sube_A,sanayi,evet,8,13
T0760,Sube_B,avm,evet,15,26
T0761,Sube_B,avm,evet,11,40
T0762,Sube_A,sanayi,hayir,14,12
T0763,Sube_B,avm,evet,15,23
T0764,Sube_A,avm,evet,13,37
T0765,Sube_A,sanayi,hayir,15,12
T0766,Sube_B,sanayi,evet,11,11
T0767,Sube_A,sanayi,hayir,10,19
T0768,Sube_B,avm,evet,9,25
T0769,Sube_B,avm,evet,15,40
T0770,Sube_A,sanayi,evet,14,10
T0771,Sube_A,sanayi,hayir,12,16
T0772,Sube_B,avm,evet,12,30
T0773,Sube_B,avm,hayir,9,32
T0774,Sube_B,sanayi,evet,10,11
T0775,Sube_A,sanayi,hayir,10,8
T0776,Sube_A,sanayi,hayir,14,13
T0777,Sube_A,sanayi,hayir,15,9
T0778,Sube_A,sanayi,evet,15,8
T0779,Sube_A,sanayi,evet,15,14
T0780,Sube_B,avm,evet,12,20
T0781,Sube_B,sanayi,hayir,11,9
T0782,Sube_A,avm,evet,10,32
T0783,Sube_A,sanayi,hayir,15,11
T0784,Sube_A,avm,evet,10,31
T0785,Sube_A,sanayi,hayir,8,9
T0786,Sube_B,avm,evet,11,32
T0787,Sube_A,sanayi,hayir,9,14
T0788,Sube_A,avm,evet,15,30
T0789,Sube_B,avm,evet,8,37
T0790,Sube_B,avm,evet,9,38
T0791,Sube_B,avm,evet,15,36
T0792,Sube_A,sanayi,hayir,10,12
T0793,Sube_A,sanayi,evet,11,18
T0794,Sube_B,avm,evet,10,33
T0795,Sube_A,sanayi,hayir,9,17
T0796,Sube_B,sanayi,hayir,10,17
T0797,Sube_B,avm,evet,13,20
T0798,Sube_A,sanayi,evet,10,16
T0799,Sube_B,avm,evet,13,21
T0800,Sube_A,avm,evet,8,22
T0801,Sube_B,avm,evet,14,40
T0802,Sube_A,sanayi,hayir,14,18
T0803,Sube_B,avm,evet,10,29
T0804,Sube_A,sanayi,hayir,14,14
T0805,Sube_B,avm,evet,14,34
T0806,Sube_B,avm,evet,10,23
T0807,Sube_A,sanayi,hayir,11,12
T0808,Sube_A,sanayi,evet,9,15
T0809,Sube_A,avm,evet,8,34
T0810,Sube_A,sanayi,hayir,8,9
T0811,Sube_A,sanayi,evet,10,16
T0812,Sube_B,avm,evet,11,38
T0813,Sube_B,avm,evet,8,26
T0814,Sube_A,sanayi,hayir,12,10
T0815,Sube_B,avm,evet,12,28
T0816,Sube_A,sanayi,evet,8,15
T0817,Sube_B,avm,hayir,12,25
T0818,Sube_B,avm,evet,15,32
T0819,Sube_A,avm,evet,12,25
T0820,Sube_A,sanayi,hayir,13,19
T0821,Sube_B,avm,evet,12,21
T0822,Sube_B,avm,evet,10,31
T0823,Sube_B,sanayi,evet,11,15
T0824,Sube_B,avm,evet,14,27
T0825,Sube_A,avm,evet,10,24
T0826,Sube_A,sanayi,hayir,14,13
T0827,Sube_B,avm,evet,14,35
T0828,Sube_B,sanayi,hayir,9,17
T0829,Sube_B,avm,evet,8,40
T0830,Sube_B,avm,hayir,9,37
T0831,Sube_B,avm,evet,10,36
T0832,Sube_B,sanayi,evet,12,8
T0833,Sube_A,sanayi,hayir,11,18
T0834,Sube_A,sanayi,evet,9,13
T0835,Sube_A,sanayi,hayir,11,11
T0836,Sube_B,avm,evet,12,34
T0837,Sube_B,avm,evet,8,24
T0838,Sube_A,sanayi,hayir,15,18
T0839,Sube_A,avm,evet,9,22
T0840,Sube_A,sanayi,hayir,8,9
T0841,Sube_A,sanayi,evet,9,13
T0842,Sube_B,avm,evet,13,30
T0843,Sube_A,sanayi,hayir,9,10
T0844,Sube_A,avm,evet,12,24
T0845,Sube_B,avm,evet,15,27
T0846,Sube_A,sanayi,hayir,9,19
T0847,Sube_A,sanayi,hayir,8,19
T0848,Sube_B,sanayi,evet,10,9
T0849,Sube_A,sanayi,evet,15,12
T0850,Sube_B,avm,hayir,15,40
T0851,Sube_A,sanayi,evet,9,13
T0852,Sube_A,sanayi,evet,15,11
T0853,Sube_B,sanayi,hayir,10,10
T0854,Sube_B,avm,evet,9,34
T0855,Sube_A,avm,evet,14,34
T0856,Sube_B,avm,evet,13,34
T0857,Sube_A,sanayi,evet,12,19
T0858,Sube_B,avm,evet,11,21
T0859,Sube_B,avm,evet,8,30
T0860,Sube_A,sanayi,hayir,14,14
T0861,Sube_B,avm,hayir,12,33
T0862,Sube_A,sanayi,hayir,10,15
T0863,Sube_B,sanayi,hayir,9,14
T0864,Sube_A,sanayi,evet,10,12
T0865,Sube_B,avm,evet,8,22
T0866,Sube_B,avm,evet,9,22
T0867,Sube_B,avm,evet,10,34
T0868,Sube_A,sanayi,hayir,14,10
T0869,Sube_A,sanayi,hayir,14,8
T0870,Sube_A,sanayi,hayir,10,12
T0871,Sube_B,avm,hayir,14,29
T0872,Sube_B,avm,evet,8,34
T0873,Sube_A,avm,evet,13,26
T0874,Sube_B,sanayi,hayir,15,16
T0875,Sube_A,sanayi,evet,10,15
T0876,Sube_B,avm,hayir,9,26
T0877,Sube_B,sanayi,hayir,15,12
T0878,Sube_B,avm,evet,13,28
T0879,Sube_A,avm,evet,9,29
T0880,Sube_A,sanayi,hayir,12,16
T0881,Sube_B,avm,evet,9,23
T0882,Sube_B,sanayi,evet,8,13
T0883,Sube_B,sanayi,hayir,13,15
T0884,Sube_B,avm,evet,10,26
T0885,Sube_A,avm,evet,11,21
T0886,Sube_B,avm,evet,14,26
T0887,Sube_B,avm,evet,11,32
T0888,Sube_B,sanayi,hayir,15,9
T0889,Sube_A,sanayi,hayir,13,19
T0890,Sube_A,sanayi,hayir,13,17
T0891,Sube_A,sanayi,evet,10,20
T0892,Sube_A,sanayi,evet,9,19
T0893,Sube_A,sanayi,evet,10,8
T0894,Sube_B,avm,hayir,10,31
T0895,Sube_B,avm,evet,9,28
T0896,Sube_B,sanayi,evet,13,10
T0897,Sube_B,avm,evet,12,31
T0898,Sube_A,sanayi,hayir,12,10
T0899,Sube_B,avm,hayir,13,33
T0900,Sube_A,avm,evet,11,27
T0901,Sube_B,avm,evet,11,20
T0902,Sube_B,avm,hayir,9,22
T0903,Sube_A,sanayi,hayir,11,18
T0904,Sube_A,avm,evet,14,33
T0905,Sube_A,sanayi,evet,12,15
T0906,Sube_A,sanayi,evet,14,19
T0907,Sube_B,avm,evet,11,23
T0908,Sube_B,avm,evet,9,39
T0909,Sube_A,sanayi,evet,8,14
T0910,Sube_B,avm,evet,9,24
T0911,Sube_A,sanayi,hayir,9,9
T0912,Sube_B,avm,evet,12,36
T0913,Sube_A,sanayi,evet,10,16
T0914,Sube_B,avm,evet,9,35
T0915,Sube_A,avm,evet,12,32
T0916,Sube_B,avm,evet,14,20
T0917,Sube_B,avm,evet,8,32
T0918,Sube_A,sanayi,evet,14,11
T0919,Sube_B,sanayi,hayir,12,8
T0920,Sube_A,sanayi,hayir,12,8
T0921,Sube_A,sanayi,hayir,10,18
T0922,Sube_B,sanayi,hayir,15,10
T0923,Sube_A,sanayi,evet,12,18
T0924,Sube_A,sanayi,hayir,12,15
T0925,Sube_B,avm,evet,11,32
T0926,Sube_A,sanayi,hayir,13,14
T0927,Sube_A,sanayi,evet,13,16
T0928,Sube_A,sanayi,evet,8,9
T0929,Sube_B,avm,evet,10,21
T0930,Sube_A,sanayi,evet,15,10
T0931,Sube_A,sanayi,hayir,12,14
T0932,Sube_A,sanayi,evet,13,18
T0933,Sube_B,avm,evet,14,23
T0934,Sube_A,sanayi,evet,11,9
T0935,Sube_A,sanayi,evet,12,20
T0936,Sube_B,avm,evet,11,28
T0937,Sube_B,avm,evet,8,26
T0938,Sube_A,sanayi,hayir,8,18
T0939,Sube_A,sanayi,hayir,10,17
T0940,Sube_A,sanayi,evet,14,19
T0941,Sube_B,avm,evet,13,29
T0942,Sube_A,sanayi,evet,9,15
T0943,Sube_A,sanayi,hayir,15,12
T0944,Sube_A,sanayi,hayir,8,8
T0945,Sube_A,sanayi,evet,15,13
T0946,Sube_B,avm,evet,14,40
T0947,Sube_A,avm,evet,15,26
T0948,Sube_A,sanayi,evet,14,10
T0949,Sube_A,sanayi,evet,9,14
T0950,Sube_A,sanayi,hayir,12,12
T0951,Sube_B,avm,evet,9,34
T0952,Sube_B,avm,evet,12,20
T0953,Sube_B,avm,evet,10,29
T0954,Sube_A,sanayi,hayir,9,9
T0955,Sube_A,sanayi,hayir,15,13
T0956,Sube_A,sanayi,evet,12,14
T0957,Sube_B,avm,hayir,8,30
T0958,Sube_A,sanayi,hayir,13,17
T0959,Sube_A,sanayi,evet,14,10
T0960,Sube_B,sanayi,hayir,9,18
T0961,Sube_B,avm,hayir,10,36
T0962,Sube_A,sanayi,hayir,13,15
T0963,Sube_A,sanayi,evet,15,14
T0964,Sube_A,sanayi,evet,13,13
T0965,Sube_A,sanayi,hayir,14,18
T0966,Sube_B,avm,evet,14,33
T0967,Sube_A,avm,evet,10,27
T0968,Sube_B,avm,evet,12,35
T0969,Sube_A,avm,evet,9,35
T0970,Sube_A,sanayi,hayir,9,8
T0971,Sube_B,avm,evet,15,23
T0972,Sube_B,avm,evet,8,22
T0973,Sube_B,sanayi,hayir,13,17
T0974,Sube_A,sanayi,hayir,11,17
T0975,Sube_A,sanayi,hayir,13,15
T0976,Sube_B,avm,evet,13,31
T0977,Sube_B,avm,evet,9,23
T0978,Sube_B,avm,evet,11,22
T0979,Sube_B,avm,evet,12,25
T0980,Sube_A,sanayi,hayir,11,14
T0981,Sube_B,avm,evet,15,27
T0982,Sube_A,avm,evet,14,34
T0983,Sube_B,avm,evet,14,36
T0984,Sube_B,avm,evet,9,32
T0985,Sube_A,sanayi,hayir,9,11
T0986,Sube_A,sanayi,hayir,15,15
T0987,Sube_B,avm,hayir,11,24
T0988,Sube_B,avm,evet,11,31
T0989,Sube_B,sanayi,hayir,12,12
T0990,Sube_A,sanayi,hayir,15,15
T0991,Sube_A,sanayi,hayir,9,9
T0992,Sube_A,sanayi,hayir,8,14
T0993,Sube_A,sanayi,evet,12,10
T0994,Sube_A,sanayi,evet,12,10
T0995,Sube_A,avm,evet,12,21
T0996,Sube_A,sanayi,hayir,9,10
T0997,Sube_A,sanayi,evet,14,8
T0998,Sube_B,avm,evet,13,26
T0999,Sube_A,sanayi,evet,13,17
T1000,Sube_B,avm,evet,15,27
T1001,Sube_B,avm,evet,14,40
T1002,Sube_B,avm,hayir,10,38
T1003,Sube_B,avm,evet,14,39
T1004,Sube_B,avm,evet,8,33
T1005,Sube_A,sanayi,hayir,12,17
T1006,Sube_A,sanayi,hayir,12,16
T1007,Sube_A,sanayi,evet,14,9
T1008,Sube_A,sanayi,hayir,11,14
T1009,Sube_B,avm,hayir,15,37
T1010,Sube_A,sanayi,hayir,10,10
T1011,Sube_A,sanayi,evet,14,17
T1012,Sube_A,sanayi,hayir,15,13
T1013,Sube_A,avm,evet,13,28
T1014,Sube_A,avm,evet,11,39
T1015,Sube_B,avm,evet,13,33
T1016,Sube_A,sanayi,evet,10,8
T1017,Sube_B,avm,hayir,15,32
T1018,Sube_B,sanayi,hayir,9,19
T1019,Sube_A,sanayi,evet,15,15
T1020,Sube_A,sanayi,hayir,10,17
T1021,Sube_B,avm,evet,10,34
T1022,Sube_B,avm,evet,10,23
T1023,Sube_A,sanayi,hayir,9,8
T1024,Sube_B,sanayi,hayir,13,12
T1025,Sube_B,sanayi,hayir,12,17
T1026,Sube_B,avm,evet,12,29
T1027,Sube_A,sanayi,evet,15,16
T1028,Sube_A,sanayi,hayir,9,13
T1029,Sube_B,avm,evet,12,28
T1030,Sube_B,avm,evet,9,36
T1031,Sube_B,avm,evet,14,20
T1032,Sube_A,sanayi,evet,10,9
T1033,Sube_A,sanayi,evet,13,13
T1034,Sube_A,sanayi,hayir,12,9
T1035,Sube_A,sanayi,evet,14,19
T1036,Sube_B,avm,evet,8,28
T1037,Sube_A,sanayi,hayir,9,11
T1038,Sube_A,avm,evet,9,29
T1039,Sube_B,sanayi,evet,9,9
T1040,Sube_B,sanayi,evet,13,12
T1041,Sube_B,avm,hayir,8,21
T1042,Sube_A,sanayi,evet,10,15
T1043,Sube_B,avm,evet,13,31
T1044,Sube_B,avm,hayir,14,34
T1045,Sube_A,sanayi,evet,9,18
T1046,Sube_B,avm,evet,8,30
T1047,Sube_B,avm,evet,13,21
T1048,Sube_B,sanayi,evet,8,12
T1049,Sube_A,sanayi,evet,9,14
T1050,Sube_B,avm,evet,8,38
T1051,Sube_A,sanayi,hayir,13,10
T1052,Sube_B,avm,evet,11,26
T1053,Sube_B,avm,evet,8,38
T1054,Sube_B,avm,evet,13,36
T1055,Sube_A,sanayi,hayir,10,13
T1056,Sube_B,sanayi,evet,13,11
T1057,Sube_A,sanayi,evet,15,12
T1058,Sube_B,avm,evet,14,31
T1059,Sube_B,avm,hayir,9,35
T1060,Sube_B,sanayi,hayir,8,16
T1061,Sube_B,sanayi,hayir,8,10
T1062,Sube_A,sanayi,hayir,11,12
T1063,Sube_B,avm,evet,10,23
T1064,Sube_A,sanayi,hayir,13,14
T1065,Sube_A,sanayi,evet,10,13
T1066,Sube_A,sanayi,evet,13,10
T1067,Sube_B,avm,evet,12,27
T1068,Sube_B,sanayi,hayir,14,14
T1069,Sube_B,avm,evet,9,28
T1070,Sube_B,avm,evet,14,26
T1071,Sube_B,avm,evet,9,22
T1072,Sube_B,avm,evet,12,21
T1073,Sube_A,sanayi,hayir,10,13
T1074,Sube_A,sanayi,hayir,8,18
T1075,Sube_B,avm,evet,10,24
T1076,Sube_B,avm,evet,15,24
T1077,Sube_A,sanayi,hayir,13,10
T1078,Sube_A,sanayi,evet,11,14
T1079,Sube_B,avm,evet,15,38
T1080,Sube_B,avm,evet,8,29
T1081,Sube_A,avm,evet,10,29
T1082,Sube_A,avm,evet,12,28
T1083,Sube_A,sanayi,evet,12,12
T1084,Sube_A,sanayi,hayir,10,20
T1085,Sube_B,avm,evet,15,40
T1086,Sube_A,avm,evet,9,33
T1087,Sube_A,sanayi,hayir,9,16
T1088,Sube_A,sanayi,hayir,12,19
T1089,Sube_A,sanayi,evet,13,18
T1090,Sube_B,avm,evet,11,29
T1091,Sube_B,avm,hayir,11,21
T1092,Sube_B,avm,evet,8,26
T1093,Sube_B,avm,hayir,11,39
T1094,Sube_B,avm,evet,15,35
T1095,Sube_B,sanayi,evet,8,18
T1096,Sube_A,avm,evet,12,39
T1097,Sube_A,avm,evet,13,21
T1098,Sube_B,avm,evet,12,30
T1099,Sube_B,avm,evet,13,35
T1100,Sube_A,sanayi,evet,14,16
T1101,Sube_A,avm,evet,15,32
T1102,Sube_B,sanayi,hayir,14,8
T1103,Sube_A,sanayi,hayir,11,18
T1104,Sube_B,avm,evet,14,35
T1105,Sube_B,avm,evet,15,23
T1106,Sube_A,sanayi,hayir,12,8
T1107,Sube_A,sanayi,hayir,12,13
T1108,Sube_A,sanayi,hayir,10,18
T1109,Sube_A,sanayi,hayir,9,9
T1110,Sube_B,avm,hayir,8,25
T1111,Sube_B,avm,evet,12,35
T1112,Sube_B,avm,evet,8,30
T1113,Sube_B,avm,evet,10,30
T1114,Sube_A,sanayi,evet,9,14
T1115,Sube_B,sanayi,hayir,13,14
T1116,Sube_B,avm,hayir,8,25
T1117,Sube_A,sanayi,evet,12,10
T1118,Sube_A,sanayi,evet,15,13
T1119,Sube_A,sanayi,evet,9,12
T1120,Sube_B,avm,evet,14,38
T1121,Sube_A,sanayi,evet,8,13
T1122,Sube_A,sanayi,hayir,8,19
T1123,Sube_A,sanayi,evet,14,14
T1124,Sube_A,sanayi,evet,12,20
T1125,Sube_A,sanayi,evet,15,9
T1126,Sube_A,sanayi,hayir,10,9
T1127,Sube_B,sanayi,hayir,13,17
T1128,Sube_A,avm,evet,12,26
T1129,Sube_B,avm,evet,10,20
T1130,Sube_B,avm,evet,10,24
T1131,Sube_B,avm,hayir,13,35
T1132,Sube_B,avm,evet,12,31
T1133,Sube_B,avm,evet,14,34
T1134,Sube_B,sanayi,hayir,8,9
T1135,Sube_A,sanayi,evet,11,20
T1136,Sube_A,avm,evet,12,31
T1137,Sube_A,sanayi,evet,9,9
T1138,Sube_B,avm,evet,15,20
T1139,Sube_A,avm,evet,9,36
T1140,Sube_B,avm,evet,10,33
T1141,Sube_A,avm,evet,14,36
T1142,Sube_B,sanayi,hayir,15,12
T1143,Sube_A,sanayi,hayir,9,12
T1144,Sube_B,sanayi,hayir,14,19
T1145,Sube_B,avm,evet,11,38
T1146,Sube_B,avm,evet,11,38
T1147,Sube_B,avm,hayir,13,28
T1148,Sube_A,sanayi,hayir,15,10
T1149,Sube_A,sanayi,evet,15,10
T1150,Sube_B,avm,evet,12,30
T1151,Sube_A,avm,evet,10,32
T1152,Sube_B,avm,evet,15,35
T1153,Sube_A,sanayi,evet,11,18
T1154,Sube_A,sanayi,hayir,15,12
T1155,Sube_A,sanayi,evet,8,15
T1156,Sube_B,avm,hayir,10,35
T1157,Sube_B,sanayi,hayir,8,13
T1158,Sube_B,avm,hayir,11,31
T1159,Sube_B,avm,evet,14,29
T1160,Sube_B,avm,evet,9,39
T1161,Sube_B,avm,evet,10,27
T1162,Sube_A,sanayi,evet,15,17
T1163,Sube_A,sanayi,evet,11,14
T1164,Sube_A,avm,evet,13,23
T1165,Sube_B,sanayi,hayir,13,8
T1166,Sube_A,sanayi,evet,8,17
T1167,Sube_A,avm,evet,13,21
T1168,Sube_A,avm,evet,15,25
T1169,Sube_B,avm,hayir,8,35
T1170,Sube_A,sanayi,evet,8,19
T1171,Sube_B,avm,evet,13,26
T1172,Sube_B,avm,evet,15,37
T1173,Sube_B,sanayi,hayir,14,9
T1174,Sube_A,sanayi,hayir,14,18
T1175,Sube_B,avm,evet,12,24
T1176,Sube_A,sanayi,evet,14,9
T1177,Sube_B,avm,evet,9,40
T1178,Sube_A,sanayi,evet,9,17
T1179,Sube_A,avm,hayir,14,23
T1180,Sube_A,sanayi,hayir,12,8
T1181,Sube_A,sanayi,evet,9,10
T1182,Sube_B,avm,evet,14,33
T1183,Sube_A,sanayi,hayir,15,20
T1184,Sube_A,sanayi,hayir,11,14
T1185,Sube_B,sanayi,hayir,10,14
T1186,Sube_A,sanayi,evet,12,20
T1187,Sube_B,avm,evet,10,39
T1188,Sube_B,avm,evet,12,22
T1189,Sube_A,sanayi,hayir,10,20
T1190,Sube_A,sanayi,evet,15,16
T1191,Sube_A,sanayi,hayir,8,16
T1192,Sube_B,avm,evet,12,38
T1193,Sube_B,avm,hayir,10,39
T1194,Sube_A,sanayi,hayir,15,9
T1195,Sube_A,sanayi,hayir,11,11
T1196,Sube_B,avm,evet,15,20
T1197,Sube_A,avm,evet,8,38
T1198,Sube_B,sanayi,evet,13,16
T1199,Sube_A,avm,evet,14,21
T1200,Sube_A,avm,evet,9,23
T1201,Sube_A,avm,evet,10,35
T1202,Sube_A,avm,evet,12,36
T1203,Sube_B,avm,evet,12,24
T1204,Sube_B,sanayi,evet,10,19
T1205,Sube_B,avm,evet,12,31
T1206,Sube_B,avm,evet,14,34
T1207,Sube_B,sanayi,hayir,10,8
T1208,Sube_A,sanayi,evet,10,15
T1209,Sube_A,sanayi,evet,9,16
T1210,Sube_A,avm,evet,8,24
T1211,Sube_B,avm,evet,8,30
T1212,Sube_A,avm,evet,13,39
T1213,Sube_A,sanayi,evet,14,10
T1214,Sube_A,sanayi,hayir,10,9
T1215,Sube_A,avm,evet,14,27
T1216,Sube_B,avm,evet,12,22
T1217,Sube_A,sanayi,hayir,12,8
T1218,Sube_B,avm,evet,12,26
T1219,Sube_B,sanayi,evet,11,18
T1220,Sube_A,avm,evet,13,20
T1221,Sube_A,sanayi,hayir,11,10
T1222,Sube_B,avm,evet,9,21
T1223,Sube_B,avm,evet,13,37
T1224,Sube_B,avm,evet,8,34
T1225,Sube_B,avm,hayir,15,21
T1226,Sube_A,sanayi,evet,8,11
T1227,Sube_B,avm,evet,8,31
T1228,Sube_A,sanayi,hayir,9,20
T1229,Sube_B,avm,evet,10,27
T1230,Sube_B,sanayi,hayir,15,19
T1231,Sube_A,sanayi,hayir,9,19
T1232,Sube_B,avm,evet,12,31
T1233,Sube_A,sanayi,evet,14,14
T1234,Sube_B,avm,evet,11,27
T1235,Sube_B,sanayi,hayir,8,10
T1236,Sube_B,avm,evet,14,38
T1237,Sube_B,avm,evet,10,24
T1238,Sube_A,sanayi,hayir,15,19
T1239,Sube_A,sanayi,evet,12,15
T1240,Sube_A,sanayi,evet,9,15
T1241,Sube_A,avm,evet,11,29
T1242,Sube_A,sanayi,hayir,14,17
T1243,Sube_A,avm,evet,14,35
T1244,Sube_A,sanayi,evet,8,10
T1245,Sube_B,sanayi,evet,10,20
T1246,Sube_B,avm,evet,8,34
T1247,Sube_B,avm,evet,12,31
T1248,Sube_A,sanayi,hayir,12,8
T1249,Sube_A,sanayi,hayir,13,11
T1250,Sube_B,avm,evet,14,23
T1251,Sube_B,sanayi,hayir,10,19
T1252,Sube_B,avm,evet,11,29
T1253,Sube_B,avm,evet,15,35
T1254,Sube_A,sanayi,evet,8,9
T1255,Sube_A,sanayi,evet,14,9
T1256,Sube_B,avm,hayir,8,24
T1257,Sube_A,sanayi,hayir,12,15
T1258,Sube_A,sanayi,hayir,12,9
T1259,Sube_B,avm,evet,10,26
T1260,Sube_B,avm,evet,8,32
T1261,Sube_B,avm,evet,14,30
T1262,Sube_B,avm,evet,10,21
T1263,Sube_A,sanayi,hayir,15,10
T1264,Sube_B,avm,evet,13,21
T1265,Sube_A,avm,evet,15,29
T1266,Sube_B,avm,hayir,10,32
T1267,Sube_A,sanayi,evet,11,13
T1268,Sube_A,sanayi,evet,9,20
T1269,Sube_A,avm,evet,12,39
T1270,Sube_B,avm,evet,9,21
T1271,Sube_B,avm,evet,10,36
T1272,Sube_B,avm,evet,8,29
T1273,Sube_A,sanayi,evet,15,14
T1274,Sube_B,avm,evet,10,24
T1275,Sube_B,avm,evet,15,32
T1276,Sube_A,sanayi,hayir,12,14
T1277,Sube_A,sanayi,evet,9,16
T1278,Sube_B,sanayi,evet,10,9
T1279,Sube_A,sanayi,evet,13,18
T1280,Sube_A,sanayi,hayir,8,8
T1281,Sube_B,avm,evet,15,25
T1282,Sube_A,sanayi,evet,12,15
T1283,Sube_A,sanayi,evet,14,12
T1284,Sube_B,avm,hayir,9,24
T1285,Sube_A,sanayi,hayir,14,9
T1286,Sube_A,avm,evet,13,38
T1287,Sube_B,avm,evet,14,39
T1288,Sube_B,avm,evet,13,34
T1289,Sube_A,sanayi,hayir,14,20
T1290,Sube_B,avm,evet,10,32
T1291,Sube_B,avm,evet,15,27
T1292,Sube_B,avm,evet,9,25
T1293,Sube_B,avm,evet,12,34
T1294,Sube_B,sanayi,hayir,10,19
T1295,Sube_A,sanayi,evet,14,18
T1296,Sube_A,sanayi,hayir,14,17
T1297,Sube_A,sanayi,hayir,10,14
T1298,Sube_B,avm,evet,9,31
T1299,Sube_B,avm,evet,14,31
T1300,Sube_A,sanayi,hayir,12,8
T1301,Sube_B,avm,evet,10,35
T1302,Sube_A,sanayi,hayir,13,15
T1303,Sube_A,sanayi,hayir,9,16
T1304,Sube_B,sanayi,hayir,9,13
